term	first_stage	exact_hit	lower_hit	is_illegible	dict_candidates	matcher_candidates	uuid_overlap	max_frequency
corner Court and horalements	unmatched	False	False	False	0	0	0	0
corner Washington and Fourth	unmatched	False	False	False	0	0	0	0
corner of Baet an Toowres Street	unmatched	False	False	False	0	0	0	0
corner of Baldwin and Market streets	unmatched	False	False	False	0	0	0	0
corner of Davis and Wilson streets	unmatched	False	False	False	0	0	0	0
corner of Fifth South and First West street	unmatched	False	False	False	0	0	0	0
corner of Grant and Grove streets	unmatched	False	False	False	0	0	0	0
corner of Harmar and Pearl Streets	unmatched	False	False	False	0	0	0	0
corner of Hudson and Dominick streets	unmatched	False	False	False	0	0	0	0
corner of Linn and Galena streets	unmatched	False	False	False	0	0	0	0
corner of Prairie avenue and 18th street	unmatched	False	False	False	0	0	0	0
corner of Prospect Avenue and Division Street	unmatched	False	False	False	0	0	0	0
corner of Quincy and Mexnard Streets	unmatched	False	False	False	0	0	0	0
corner of South Eleventh and First streets	unmatched	False	False	False	0	0	0	0
corner of Wise and Eldorado streets	unmatched	False	False	False	0	0	0	0
corner of a house / Austin	unmatched	False	False	False	0	0	0	0
corridor of the New York Life Insurance Building	unmatched	False	False	False	0	0	0	0
cottage in South Vineland	unmatched	False	False	False	0	0	0	0
country home	spelling	False	False	False	0	3	0	0
country home near Ryan	unmatched	False	False	False	0	0	0	0
county	spelling	True	True	False	61	5	4	39
county of Cumberland	mnt	False	False	False	0	2	0	0
court house	mnt	False	True	False	9	6	5	5
court room	unmatched	False	False	False	0	0	0	0
court room of said court	unmatched	False	False	False	0	0	0	0
court room of the Probate Court	unmatched	False	False	False	0	0	0	0
courtyard beneath the windows of her Fifth avenue apartment	unmatched	False	False	False	0	0	0	0
cowstable	spelling	False	False	False	0	1	0	0
crash site south of San Pierre	unmatched	False	False	False	0	0	0	0
creek	mnt	False	True	False	10	16	8	125
creek near Crawfordsville	unmatched	False	False	False	0	0	0	0
criminal court	unmatched	False	False	False	0	0	0	0
dark clothes room of her mothers residence	unmatched	False	False	False	0	0	0	0
deep gulch six miles this side of the White River Agency	unmatched	False	False	False	0	0	0	0
desert home	unmatched	False	False	False	0	0	0	0
distillation plant of the Beacon Oil company	unmatched	False	False	False	0	0	0	0
district	mnt	False	True	False	2	1	1	5
ditch beside a road	unmatched	False	False	False	0	0	0	0
door yard at his home	unmatched	False	False	False	0	0	0	0
downtown street	unmatched	False	False	False	0	0	0	0
duPont highway crash site	unmatched	False	False	False	0	0	0	0
duplex apartment	unmatched	False	False	False	0	0	0	0
east central Kansas	unmatched	False	False	False	0	0	0	0
east end of the Chicago Northwestern railway yards	unmatched	False	False	False	0	0	0	0
east of Freemont	transform	False	False	False	0	54	0	0
east of Hiawatha	transform	False	False	False	0	10	0	0
east of Rawlina	spelling	False	False	False	0	5	0	0
edge of Big Arroyo canyon	unmatched	False	False	False	0	0	0	0
edge of a wood	unmatched	False	False	False	0	0	0	0
edge of the Camdenton airport	unmatched	False	False	False	0	0	0	0
edge of the river near Stans tavern	unmatched	False	False	False	0	0	0	0
eight miles south of Cannon Falls	unmatched	False	False	False	0	0	0	0
elev a miles northwest of the city	unmatched	False	False	False	0	0	0	0
elevated railroad station at Rector street	unmatched	False	False	False	0	0	0	0
elevator at Tracy	unmatched	False	False	False	0	0	0	0
family farm near Haw Creek	unmatched	False	False	False	0	0	0	0
family farm near here	unmatched	False	False	False	0	0	0	0
family home in Union township	unmatched	False	False	False	0	0	0	0
family home in the Tabor community	unmatched	False	False	False	0	0	0	0
family home near Claquato	unmatched	False	False	False	0	0	0	0
family home on College hill	unmatched	False	False	False	0	0	0	0
family home on Mulligan Lane	unmatched	False	False	False	0	0	0	0
family residence	unmatched	False	False	False	0	0	0	0
family residence corner of Mt. Hope avenue and First street	unmatched	False	False	False	0	0	0	0
family residence in Bofegol Grove	unmatched	False	False	False	0	0	0	0
family residence in East Greenville	unmatched	False	False	False	0	0	0	0
family residence on Allegheny Street	unmatched	False	False	False	0	0	0	0
far m home near Verona on Madison St.	unmatched	False	False	False	0	0	0	0
farm	unmatched	False	False	False	0	0	0	0
farm cottage at Cressy	unmatched	False	False	False	0	0	0	0
farm home	unmatched	False	False	False	0	0	0	0
farm home near Chatham	unmatched	False	False	False	0	0	0	0
farm home of her daughter	unmatched	False	False	False	0	0	0	0
farm house	unmatched	False	False	False	0	0	0	0
farm house near here	unmatched	False	False	False	0	0	0	0
farm near Cannelburg	unmatched	False	False	False	0	0	0	0
farm near Celestine	unmatched	False	False	False	0	0	0	0
farm near Morning Sun	unmatched	False	False	False	0	0	0	0
farm near Royal Centre	unmatched	False	False	False	0	0	0	0
farm near Springfield	unmatched	False	False	False	0	0	0	0
farm near St. Clair	unmatched	False	False	False	0	0	0	0
farm near Stratford	unmatched	False	False	False	0	0	0	0
farm of C. C. Viverett	unmatched	False	False	False	0	0	0	0
farm of Emil Johnson	unmatched	False	False	False	0	0	0	0
farm of the boy's grandfather	unmatched	False	False	False	0	0	0	0
farm on the Cincinnati Pike	unmatched	False	False	False	0	0	0	0
farm southwest of Decatur	unmatched	False	False	False	0	0	0	0
farm three miles southwest of Argos	unmatched	False	False	False	0	0	0	0
field	mnt	False	True	False	8	20	8	4
field hospital somewhere in France	unmatched	False	False	False	0	0	0	0
field near Alpine Valley Music Theater	unmatched	False	False	False	0	0	0	0
field near South Solon	unmatched	False	False	False	0	0	0	0
field off County Rd. 63 on Wolfe Run Farm south of Midvale	unmatched	False	False	False	0	0	0	0
five miles east of Bozeman	unmatched	False	False	False	0	0	0	0
five miles east of Garden City	unmatched	False	False	False	0	0	0	0
five miles north of Danville	unmatched	False	False	False	0	0	0	0
five miles south of Dwight	unmatched	False	False	False	0	0	0	0
five miles west of Atchison	unmatched	False	False	False	0	0	0	0
five story tenement house on Madison Avenue near 106th Street	unmatched	False	False	False	0	0	0	0
flying field	unmatched	False	False	False	0	0	0	0
foot of Twelfth Street	unmatched	False	False	False	0	0	0	0
former residence on the Hastert Promenade	unmatched	False	False	False	0	0	0	0
formerly of the Nelson Nursing Home	unmatched	False	False	False	0	0	0	0
found in his Ford car alongside Waukegan road	unmatched	False	False	False	0	0	0	0
four miles from Nashua	unmatched	False	False	False	0	0	0	0
four miles north of Gilbert Plains	unmatched	False	False	False	0	0	0	0
four miles north of Peru	unmatched	False	False	False	0	0	0	0
four miles north of Upper Alton	unmatched	False	False	False	0	0	0	0
frame home east of here	unmatched	False	False	False	0	0	0	0
from drowning at Interstate Park (St. Croix River area)	unmatched	False	False	False	0	0	0	0
from the residence	unmatched	False	False	False	0	0	0	0
front line in Normandy	unmatched	False	False	False	0	0	0	0
front of	unmatched	False	False	False	0	0	0	0
front of Miss Pika's home	unmatched	False	False	False	0	0	0	0
front seat of the Regan car in the garage	unmatched	False	False	False	0	0	0	0
funeral of Mrs Horning	unmatched	False	False	False	0	0	0	0
garage	spelling	False	False	False	0	1	0	0
gelatine mixing house	unmatched	False	False	False	0	0	0	0
general store in Willoughby	unmatched	False	False	False	0	0	0	0
graafschap Louth	unmatched	False	False	False	0	0	0	0
grade crossing northwest of here	unmatched	False	False	False	0	0	0	0
grandmother's house in Goliad	unmatched	False	False	False	0	0	0	0
gravel pit east of Camden	unmatched	False	False	False	0	0	0	0
grove north of here	unmatched	False	False	False	0	0	0	0
head-on collision in N.C.	unmatched	False	False	False	0	0	0	0
her home	unmatched	False	False	False	0	0	0	0
her home here	unmatched	False	False	False	0	0	0	0
her home in Bend	unmatched	False	False	False	0	0	0	0
her home in Black River	unmatched	False	False	False	0	0	0	0
her home in Jamesville	unmatched	False	False	False	0	0	0	0
her home in South Corydon	unmatched	False	False	False	0	0	0	0
her home near Greenwood cemetery	unmatched	False	False	False	0	0	0	0
her home on South Meridian street	unmatched	False	False	False	0	0	0	0
highway 163 four miles east of Des Moines	unmatched	False	False	False	0	0	0	0
highway entrance ramp	unmatched	False	False	False	0	0	0	0
highway intersection	unmatched	False	False	False	0	0	0	0
hills above the Monongahela River near Elizabeth	unmatched	False	False	False	0	0	0	0
his home	unmatched	False	False	False	0	0	0	0
his home (Donnellson)	unmatched	False	False	False	0	0	0	0
his home at Little Cooley ASL	unmatched	False	False	False	0	0	0	0
his home here	unmatched	False	False	False	0	0	0	0
his home in Flora	unmatched	False	False	False	0	0	0	0
his home in Geneva	unmatched	False	False	False	0	0	0	0
his home in Lincoln	unmatched	False	False	False	0	0	0	0
his home in Oak Creek	unmatched	False	False	False	0	0	0	0
his home in Plattsburgh	unmatched	False	False	False	0	0	0	0
his home on Burbank street	unmatched	False	False	False	0	0	0	0
his late residence	unmatched	False	False	False	0	0	0	0
home	mnt	True	True	False	10	8	8	11
home (37 EH Burkhart Street)	unmatched	False	False	False	0	0	0	0
home (823 Kentucky Street)	unmatched	False	False	False	0	0	0	0
home at 1103 Fry avenue	unmatched	False	False	False	0	0	0	0
home at 1501 Taylor	unmatched	False	False	False	0	0	0	0
home at 1504 South Presa Street	unmatched	False	False	False	0	0	0	0
home at 218 Elliot street	unmatched	False	False	False	0	0	0	0
home at 411 2nd Ave. S.	unmatched	False	False	False	0	0	0	0
home at 903 13th street northwest	unmatched	False	False	False	0	0	0	0
home at Kauffmans Station	unmatched	False	False	False	0	0	0	0
home at Sucker Lake	unmatched	False	False	False	0	0	0	0
home at the Sorong Vrewn Oj company pumping station ten miles southeast of Hawarden	unmatched	False	False	False	0	0	0	0
home below White Store	unmatched	False	False	False	0	0	0	0
home east of West Point	unmatched	False	False	False	0	0	0	0
home for incurables in Fordham	unmatched	False	False	False	0	0	0	0
home here	unmatched	False	False	False	0	0	0	0
home in Allensburg	unmatched	False	False	False	0	0	0	0
home in Bancroft	unmatched	False	False	False	0	0	0	0
home in Bantam	unmatched	False	False	False	0	0	0	0
home in Bloomfield	unmatched	False	False	False	0	0	0	0
home in Brodhead	unmatched	False	False	False	0	0	0	0
home in Cooks town	unmatched	False	False	False	0	0	0	0
home in East Helena (smelter town)	unmatched	False	False	False	0	0	0	0
home in Freemont township	unmatched	False	False	False	0	0	0	0
home in Houstonia	unmatched	False	False	False	0	0	0	0
home in Icemarlee	unmatched	False	False	False	0	0	0	0
home in Kinkaid township	unmatched	False	False	False	0	0	0	0
home in Mather	unmatched	False	False	False	0	0	0	0
home in Melrose Park	unmatched	False	False	False	0	0	0	0
home in Milo	unmatched	False	False	False	0	0	0	0
home in Mission Viejo	unmatched	False	False	False	0	0	0	0
home in North Tewksbury	unmatched	False	False	False	0	0	0	0
home in Pineville	unmatched	False	False	False	0	0	0	0
home in Shafter	unmatched	False	False	False	0	0	0	0
home in Sugar Creek	unmatched	False	False	False	0	0	0	0
home in Sweet Springs	unmatched	False	False	False	0	0	0	0
home in Traer	unmatched	False	False	False	0	0	0	0
home in West Seattle	unmatched	False	False	False	0	0	0	0
home in Wetherfield township	unmatched	False	False	False	0	0	0	0
home in northwest Decatur	unmatched	False	False	False	0	0	0	0
home in northwest Washington	unmatched	False	False	False	0	0	0	0
home in the Ruisseaumont colony	unmatched	False	False	False	0	0	0	0
home in the town of Madison	unmatched	False	False	False	0	0	0	0
home in weet Monroe town	unmatched	False	False	False	0	0	0	0
home near Antler	unmatched	False	False	False	0	0	0	0
home near Berkley Springs	unmatched	False	False	False	0	0	0	0
home near Blanchester	unmatched	False	False	False	0	0	0	0
home near Cairo	unmatched	False	False	False	0	0	0	0
home near Hanover Landing	unmatched	False	False	False	0	0	0	0
home near Holgate	unmatched	False	False	False	0	0	0	0
home near Jonesboro	unmatched	False	False	False	0	0	0	0
home near Libertyville	unmatched	False	False	False	0	0	0	0
home near Lowell	unmatched	False	False	False	0	0	0	0
home near Moose Lake	unmatched	False	False	False	0	0	0	0
home near Mount Hope	unmatched	False	False	False	0	0	0	0
home near Mount Olivet Methodist Episcopal church	unmatched	False	False	False	0	0	0	0
home near New York City	unmatched	False	False	False	0	0	0	0
home near Ottumwa	unmatched	False	False	False	0	0	0	0
home near Shipshewana	unmatched	False	False	False	0	0	0	0
home near here	unmatched	False	False	False	0	0	0	0
home near hyre	unmatched	False	False	False	0	0	0	0
home northeast of Cresco	unmatched	False	False	False	0	0	0	0
home northwest of Hedrick	unmatched	False	False	False	0	0	0	0
home of A. W. Strickland	unmatched	False	False	False	0	0	0	0
home of B. P. Davidson	unmatched	False	False	False	0	0	0	0
home of Becky's grandparents at 840 North Bowie Street	unmatched	False	False	False	0	0	0	0
home of Bill and Sharon Bain	unmatched	False	False	False	0	0	0	0
home of Dr. B. E. Gabhert	unmatched	False	False	False	0	0	0	0
home of Dr. and Mrs. Geo. F. Lee in Iola	unmatched	False	False	False	0	0	0	0
home of G. D. Glascock	unmatched	False	False	False	0	0	0	0
home of Gamilton Van Dyck	unmatched	False	False	False	0	0	0	0
home of George Meaw	unmatched	False	False	False	0	0	0	0
home of George Mellen	unmatched	False	False	False	0	0	0	0
home of H. W. Durham	unmatched	False	False	False	0	0	0	0
home of Honemte Schroder	unmatched	False	False	False	0	0	0	0
home of J. E. Saillhammer	unmatched	False	False	False	0	0	0	0
home of J. M. Campbell	unmatched	False	False	False	0	0	0	0
home of James Amos	unmatched	False	False	False	0	0	0	0
home of James Appleby	unmatched	False	False	False	0	0	0	0
home of John E. Reed	unmatched	False	False	False	0	0	0	0
home of Joseph Wilson on the New Britain road	unmatched	False	False	False	0	0	0	0
home of Judge and Mrs. C. A. Bennett	unmatched	False	False	False	0	0	0	0
home of Justice of the Peace	unmatched	False	False	False	0	0	0	0
home of Minnie Benjamin	unmatched	False	False	False	0	0	0	0
home of Miss Rhoda Maye	unmatched	False	False	False	0	0	0	0
home of Mr. George Quint	unmatched	False	False	False	0	0	0	0
home of Mr. P. J. Meagher	unmatched	False	False	False	0	0	0	0
home of Mr. Vernon Burton	unmatched	False	False	False	0	0	0	0
home of Mr. and Mrs. A.O. Narverud	unmatched	False	False	False	0	0	0	0
home of Mr. and Mrs. B. Baker	unmatched	False	False	False	0	0	0	0
home of Mr. and Mrs. Elmer Brown on N. St. Johns Place	unmatched	False	False	False	0	0	0	0
home of Mr. and Mrs. Floyd Ammon on Dale avenue	unmatched	False	False	False	0	0	0	0
home of Mr. and Mrs. G. L. Corbin	unmatched	False	False	False	0	0	0	0
home of Mr. and Mrs. Henry Hays	unmatched	False	False	False	0	0	0	0
home of Mr. and Mrs. John B. Dougan	unmatched	False	False	False	0	0	0	0
home of Mr. and Mrs. John Creech	unmatched	False	False	False	0	0	0	0
home of Mr. and Mrs. M. C. Edmunds	unmatched	False	False	False	0	0	0	0
home of Mr. and Mrs. Pearl Frazier	unmatched	False	False	False	0	0	0	0
home of Mr. and Mrs. Robert Emig	unmatched	False	False	False	0	0	0	0
home of Mr. and Mrs. Thomas Roddy	unmatched	False	False	False	0	0	0	0
home of Mr. and Mrs. William Elders	unmatched	False	False	False	0	0	0	0
home of Mr. and Mrs. William Mc Daniel	unmatched	False	False	False	0	0	0	0
home of Mrn J Quin	unmatched	False	False	False	0	0	0	0
home of Mrs. Batty	unmatched	False	False	False	0	0	0	0
home of Mrs. Burr	unmatched	False	False	False	0	0	0	0
home of Mrs. Charles Robert on North Rife street	unmatched	False	False	False	0	0	0	0
home of Mrs. John Graves	unmatched	False	False	False	0	0	0	0
home of Mrs. Nycz's parents	unmatched	False	False	False	0	0	0	0
home of Mrs. S. T. Budd	unmatched	False	False	False	0	0	0	0
home of Mrs. Winget Thompson	unmatched	False	False	False	0	0	0	0
home of Peter Barth	unmatched	False	False	False	0	0	0	0
home of Principal Richards	unmatched	False	False	False	0	0	0	0
home of Rev. E. A. Orr	unmatched	False	False	False	0	0	0	0
home of Rev. E. W. Harrison	unmatched	False	False	False	0	0	0	0
home of Rev. F. A. Shape	unmatched	False	False	False	0	0	0	0
home of Rev. J. J. McCloud	unmatched	False	False	False	0	0	0	0
home of Rev. S. K. Coats	unmatched	False	False	False	0	0	0	0
home of Rev. Ward	unmatched	False	False	False	0	0	0	0
home of Roger and Ruth Groening	unmatched	False	False	False	0	0	0	0
home of Sgt. Stevenson's parents at 6731 Bartmer	unmatched	False	False	False	0	0	0	0
home of W. W. Taylor in Eagle Point	unmatched	False	False	False	0	0	0	0
home of a brother	unmatched	False	False	False	0	0	0	0
home of a daughter	unmatched	False	False	False	0	0	0	0
home of a friend on Cumberland St.	unmatched	False	False	False	0	0	0	0
home of a son	unmatched	False	False	False	0	0	0	0
home of a son Arch Adamson	unmatched	False	False	False	0	0	0	0
home of daughter	unmatched	False	False	False	0	0	0	0
home of grandmother	unmatched	False	False	False	0	0	0	0
home of her aunt on Lisbon street	unmatched	False	False	False	0	0	0	0
home of her daughter	unmatched	False	False	False	0	0	0	0
